fecha,anio,mes,concepto_descripcion,concepto_codigo,nivel_jerarquia,valor_millones_pesos,fuente_archivo
2019-04-01,2019,4,Transferencias corrientes,Transferencias corrientes,2,127.10000000000001,resultado-fiscal-abril-2020.xls
2019-04-01,2019,4,Tributarios,Tributarios,1,245963.8,resultado-fiscal-abril-2020.xls
2019-04-01,2019,4,Resto tributarios,Tributarios,2,17472.0,resultado-fiscal-abril-2020.xls
2019-04-01,2019,4,Vivienda,Vivienda,1,1724.3000000000002,resultado-fiscal-abril-2020.xls
2019-05-01,2019,5,Agua potable y alcantarillado,Agua potable y alcantarillado,1,1872.5,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Aportes y contribuciones a la seguriad social,Aportes_contrib_seg_social,2,92507.3,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,"Asignaciones Familiares Activos, Pasivos y otras",Asignaciones_familiares,2,9425.5,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Asignación Universal para Protección Social,Asignación Universal para Protección Social,2,9922.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Bienes personales,Bienes_personales,2,209.4,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Débitos y créditos,Debitos_creditos,2,28161.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Derechos de exportación,Derechos_exportacion,2,37021.1,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Derechos de importación,Derechos_importacion,2,11368.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Educación,Educación,2,2302.4,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Educación,Educación,1,1008.6,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,GASTOS PRIMARIOS,GASTOS_PRIMARIOS,0,294374.3,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Ganancias,Ganancias,2,45011.4,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Gastos de capital,Gastos_capital,1,19725.0,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Gastos corrientes primarios,Gastos_corrientes_primarios,1,274649.3,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Gastos de funcionamiento y otros,Gastos_funcionamiento,1,52864.2,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Otros gastos de funcionamiento,Gastos_funcionamiento,2,13212.3,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,INGRESOS TOTALES,INGRESOS_TOTALES,0,320348.1,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Prestaciones del INSSJP,INSSJP_PAMI,2,13052.4,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,IVA neto de reintegros,IVA_neto_reintegros,2,60787.8,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Impuestos internos,Impuestos_internos,2,3357.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Ingresos de capital,Ingresos_capital,1,195.2,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Intereses Netos,Intereses_netos,1,64608.0,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Nación,Nación,2,722.7,resultado_fiscal_mayo-20.xls
2019-05-01,2019,5,Otras funciones,Otras funciones,2,169.5,resultado_fiscal_mayo-20.xls
