fecha,anio,mes,periodo,concepto_codigo,concepto_descripcion,concepto_nivel,subsector,valor_millones_pesos,fuente_archivo
2020-09-01,2020,9,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,tesoro_nacional,223025.0,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,tesoro_nacional,170962.3,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,tesoro_nacional,19821.0,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,tesoro_nacional,413211.1,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,tesoro_nacional,368604.7,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,tesoro_nacional,-197127.3,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,tesoro_nacional,171477.4,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,tesoro_nacional,0.0,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,tesoro_nacional,-241733.7,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,tesoro_nacional,190186.1,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,total_adm_nacional,-181935.5,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,total_adm_nacional,563482.9,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,total_adm_nacional,8709.1,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,total_adm_nacional,192372.5,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,total_adm_nacional,381547.4,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,total_adm_nacional,-202893.5,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,total_adm_nacional,593150.0,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,total_adm_nacional,390256.5,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,total_adm_nacional,29667.1,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,total_adm_nacional,817789.4,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,total_adm_nacional,773111.2,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,total_adm_nacional,-190482.2,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,total_adm_nacional,582629.0,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,total_adm_nacional,8704.8,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,total_adm_nacional,-235160.4,resultado_fiscal_sep20.xls
2020-09-01,2020,9,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,total_adm_nacional,224639.4,resultado_fiscal_sep20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,ex_cajas_prov,-3589.5999999999995,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,ex_cajas_prov,7060.599999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,ex_cajas_prov,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,ex_cajas_prov,3589.6,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,ex_cajas_prov,3471.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,ex_cajas_prov,-3589.5999999999995,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,ex_cajas_prov,7060.599999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,ex_cajas_prov,3471.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,ex_cajas_prov,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,7060.599999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,7060.599999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,ex_cajas_prov,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,7060.6,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,ex_cajas_prov,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,ex_cajas_prov,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,ex_cajas_prov,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,inst_seg_social,-84074.6,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,inst_seg_social,264812.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,inst_seg_social,8404.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,inst_seg_social,108803.59999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,inst_seg_social,180737.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,inst_seg_social,-75670.20000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,inst_seg_social,264812.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,inst_seg_social,189141.8,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,inst_seg_social,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,inst_seg_social,294350.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,inst_seg_social,294350.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,inst_seg_social,3594.899999999965,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,inst_seg_social,297945.39999999997,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,inst_seg_social,8404.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,inst_seg_social,3594.899999999965,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,inst_seg_social,29538.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,org_descentralizados,-20997.000000000004,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,org_descentralizados,28856.9,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,org_descentralizados,2.499999999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,org_descentralizados,31504.10000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,org_descentralizados,7859.899999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,org_descentralizados,-29297.200000000008,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,org_descentralizados,37159.600000000006,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,org_descentralizados,7862.399999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,org_descentralizados,8302.7,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,org_descentralizados,37266.700000000004,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,org_descentralizados,37262.00000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,org_descentralizados,2104.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,org_descentralizados,39366.50000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,org_descentralizados,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,org_descentralizados,2099.800000000003,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,org_descentralizados,107.10000000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,pami_fdos_otros,-26655.200000000004,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,pami_fdos_otros,70717.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,pami_fdos_otros,743.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,pami_fdos_otros,56069.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,pami_fdos_otros,44061.799999999996,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,pami_fdos_otros,-30057.699999999997,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,pami_fdos_otros,74862.9,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,pami_fdos_otros,44805.2,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,pami_fdos_otros,4145.900000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,pami_fdos_otros,76927.2,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,pami_fdos_otros,76601.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,pami_fdos_otros,24273.699999999997,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,pami_fdos_otros,100874.7,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,pami_fdos_otros,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,pami_fdos_otros,23947.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,pami_fdos_otros,2064.3,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,rec_afectados,5392.699999999997,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,rec_afectados,12607.300000000003,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,rec_afectados,197.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,rec_afectados,610.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,rec_afectados,18000.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,rec_afectados,3839.899999999998,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,rec_afectados,14357.100000000002,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,rec_afectados,18197.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,rec_afectados,1749.8000000000002,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,rec_afectados,20778.700000000004,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,rec_afectados,20778.700000000004,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,rec_afectados,-1971.300000000003,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,rec_afectados,18807.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,rec_afectados,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,rec_afectados,-1971.300000000003,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,rec_afectados,6421.6,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,tesoro_nacional,27001.70000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,tesoro_nacional,163802.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,tesoro_nacional,44.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,tesoro_nacional,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,tesoro_nacional,190804.2,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,tesoro_nacional,22078.800000000017,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,tesoro_nacional,168769.8,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,tesoro_nacional,190848.6,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,tesoro_nacional,4967.3,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,tesoro_nacional,331215.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,tesoro_nacional,300477.1,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,tesoro_nacional,-109628.49999999997,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,tesoro_nacional,190848.6,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,tesoro_nacional,0.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,tesoro_nacional,-140366.9,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,tesoro_nacional,162445.7,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,total_adm_nacional,-76266.8,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,total_adm_nacional,477139.29999999993,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,total_adm_nacional,8648.3,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,total_adm_nacional,144507.7,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,total_adm_nacional,400872.5,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,total_adm_nacional,-82638.30000000002,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,total_adm_nacional,492159.1,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,total_adm_nacional,409520.8,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,total_adm_nacional,15019.800000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,total_adm_nacional,690672.0,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,total_adm_nacional,659928.9,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,total_adm_nacional,-105900.40000000001,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,total_adm_nacional,554028.4999999999,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XVI) INGRESOS EXTRAORDINARIOS (3),XVI) INGRESOS EXTRAORDINARIOS (3),principal,total_adm_nacional,8404.4,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,total_adm_nacional,-136643.50000000006,resultado_fiscal-oct20.xls
2020-10-01,2020,10,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,total_adm_nacional,198512.90000000002,resultado_fiscal-oct20.xls
2020-11-01,2020,11,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,ex_cajas_prov,-2362.8,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,ex_cajas_prov,6155.8,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,ex_cajas_prov,0.0,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,ex_cajas_prov,2362.8,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,ex_cajas_prov,3793.0,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,ex_cajas_prov,-2362.8,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,ex_cajas_prov,6155.8,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,ex_cajas_prov,3793.0,resultado_fiscal_noviembre_2020.xls
2020-11-01,2020,11,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,ex_cajas_prov,0.0,resultado_fiscal_noviembre_2020.xls
