fecha,anio,mes,periodo,concepto_codigo,concepto_descripcion,concepto_nivel,subsector,valor_millones_pesos,fuente_archivo
2024-02-01,2024,2,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,tesoro_nacional,2355009.1,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,tesoro_nacional,1470093.6,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,tesoro_nacional,432748.30000000005,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,tesoro_nacional,1902841.9000000001,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,tesoro_nacional,-452167.19999999995,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,tesoro_nacional,409628.5,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,total_adm_nacional,550689.9977519996,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,total_adm_nacional,4341536.002248,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,total_adm_nacional,9.100000000000364,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,total_adm_nacional,470268.10000000003,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,total_adm_nacional,4892225.999999999,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,total_adm_nacional,522330.59775199974,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,total_adm_nacional,4369904.502248,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,total_adm_nacional,4892235.1,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,total_adm_nacional,28368.500000000004,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,total_adm_nacional,5138516.202248001,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,total_adm_nacional,4253557.602248,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XIV_RESULTADO_PRIMARIO,XIV) SUPERAVIT PRIMARIO  (XI-XII),principal,total_adm_nacional,1108945.597752,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,total_adm_nacional,5362503.2,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,total_adm_nacional,223986.99775200005,sector_publico_base_caja_febrero_2024.xlsx
2024-02-01,2024,2,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,total_adm_nacional,768611.7,sector_publico_base_caja_febrero_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,43083.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,ex_cajas_prov,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,inst_seg_social,115503.59999999963,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,inst_seg_social,2820764.3000000003,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,inst_seg_social,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,inst_seg_social,154530.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,inst_seg_social,2936267.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,inst_seg_social,115423.49999999953,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,inst_seg_social,2820844.4000000004,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,inst_seg_social,2936267.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,inst_seg_social,80.1,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,inst_seg_social,3245911.8000000003,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,inst_seg_social,3245911.8000000003,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,inst_seg_social,-155113.60000000056,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,inst_seg_social,3090798.1999999997,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,inst_seg_social,-155113.60000000056,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,inst_seg_social,425067.39999999997,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,org_descentralizados,-331247.80000000005,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,org_descentralizados,418845.7,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,org_descentralizados,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,org_descentralizados,359644.39999999997,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,org_descentralizados,87597.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,org_descentralizados,-343213.1,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,org_descentralizados,430811.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,org_descentralizados,87597.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,org_descentralizados,11965.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,org_descentralizados,432486.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,org_descentralizados,432403.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,org_descentralizados,14839.29999999993,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,org_descentralizados,447242.29999999993,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,org_descentralizados,14756.29999999993,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,org_descentralizados,1675.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,pami_fdos_otros,-170061.09999999998,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,pami_fdos_otros,842728.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,pami_fdos_otros,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,pami_fdos_otros,366757.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,pami_fdos_otros,672667.8,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,pami_fdos_otros,-234855.5,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,pami_fdos_otros,907523.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,pami_fdos_otros,672667.8,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,pami_fdos_otros,64794.4,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,pami_fdos_otros,913158.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,pami_fdos_otros,912496.2000000001,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,pami_fdos_otros,126928.90000000002,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,pami_fdos_otros,1039425.1000000001,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,pami_fdos_otros,126266.20000000007,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,pami_fdos_otros,5635.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,rec_afectados,317152.19999999995,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,rec_afectados,116967.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,rec_afectados,10.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,rec_afectados,6648.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,rec_afectados,434120.1,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,rec_afectados,308001.39999999997,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,rec_afectados,126129.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,rec_afectados,434130.39999999997,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,rec_afectados,9161.1,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,rec_afectados,131784.5,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,rec_afectados,131784.5,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,rec_afectados,308994.19999999995,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,rec_afectados,440778.69999999995,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,rec_afectados,308994.19999999995,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,rec_afectados,5655.5,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,tesoro_nacional,433129.9000000004,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,tesoro_nacional,1514751.0999999999,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,tesoro_nacional,0.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,tesoro_nacional,1675.0,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,tesoro_nacional,1947881.0000000002,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,tesoro_nacional,431281.9000000004,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,tesoro_nacional,1516599.0999999999,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,tesoro_nacional,1947881.0000000002,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,tesoro_nacional,1847.9999999999995,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,tesoro_nacional,1967820.9,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,tesoro_nacional,1620170.7,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,tesoro_nacional,329385.3000000003,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,tesoro_nacional,1949556.0000000002,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,tesoro_nacional,-18264.899999999674,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,tesoro_nacional,451221.8,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,total_adm_nacional,534537.8999999999,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,total_adm_nacional,4914412.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,total_adm_nacional,10.3,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,total_adm_nacional,522497.99999999994,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,total_adm_nacional,5448950.5,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,total_adm_nacional,511493.69999999984,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,total_adm_nacional,4937467.1,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,total_adm_nacional,5448960.8,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,total_adm_nacional,23054.5,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,total_adm_nacional,5821086.8,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,total_adm_nacional,5473353.6,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XIV_RESULTADO_PRIMARIO,XIV) RESULTADO PRIMARIO  (XI-XII),principal,total_adm_nacional,498105.1999999996,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XI_INGRESOS_DESPUES_FIGURAT,XI) INGRESOS DESPUES DE FIGURAT.,principal,total_adm_nacional,5971458.799999999,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,XV_RESULTADO_FINANCIERO,XV) RESULTADO FINANCIERO  (XI-XIII),principal,total_adm_nacional,150371.99999999965,sector_publico_base_caja_marzo_2024.xlsx
2024-03-01,2024,3,mensual,X_GASTOS_FIGURATIVOS,X) GASTOS FIGURATIVOS,principal,total_adm_nacional,883619.7,sector_publico_base_caja_marzo_2024.xlsx
2024-04-01,2024,4,mensual,III_RESULTADO_ECONOMICO,III) RESULT.ECON.: AHORRO/DESAHORRO (I-II),principal,ex_cajas_prov,0.0,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,II_GASTOS_CORRIENTES,II) GASTOS CORRIENTES,principal,ex_cajas_prov,50897.5,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,IV_RECURSOS_CAPITAL,IV) RECURSOS DE CAPITAL,principal,ex_cajas_prov,0.0,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,IX_CONTRIBUCIONES_FIGURATIVAS,IX) CONTRIBUCIONES FIGURATIVAS,principal,ex_cajas_prov,0.0,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,I_INGRESOS_CORRIENTES,I) INGRESOS CORRIENTES,principal,ex_cajas_prov,50897.5,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,VIII_RESULT_FINANCIERO_ANTES_FIGURAT,VIII) RESULT.FINANC.ANTES DE FIGURAT.(VI-VII),principal,ex_cajas_prov,0.0,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,VII_GASTOS_ANTES_FIGURAT,VII) GASTOS ANTES DE FIGURAT.(II+V),principal,ex_cajas_prov,50897.5,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,VI_INGRESOS_ANTES_FIGURAT,VI) INGRESOS ANTES DE FIGURAT.(I+IV),principal,ex_cajas_prov,50897.5,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,V_GASTOS_CAPITAL,V) GASTOS DE CAPITAL,principal,ex_cajas_prov,0.0,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,XIII_GASTOS_DESPUES_FIGURAT,XIII) GASTOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,50897.5,sector_publico_base_caja_abril_2024.xlsx
2024-04-01,2024,4,mensual,XII_GASTOS_PRIMARIOS_DESPUES_FIGURAT,XII) GASTOS PRIMARIOS DESPUES DE FIGURAT.,principal,ex_cajas_prov,50897.5,sector_publico_base_caja_abril_2024.xlsx
